serial_no,district_name,block_tehsil_name,village_name,unique_id,water_body_name,latitude,longitude,maximum_water_spread_area
20079,Malda,Chanchal-Ii,Madhaihat,1/19/316/002934/312337/007,NEAR MENE ROAD,25.295833333333334,88.11944444444444,0.9
20078,Malda,Chanchal-Ii,Madhaihat,1/19/316/002934/312337/008,NEAR CHARAK MANDIR,25.296666666666667,88.12027777777777,1
20075,Malda,Chanchal-Ii,Madhaihat,1/19/316/002934/312337/009,NEAR BADIRUDDIN PUMP HOUSE,25.311666666666667,88.10277777777777,0.4
3681,Malda,Harishchandrapur-I,Rangaipur,1/19/316/002938/312049/001,NEAR JAMAMASJID,25.39361111111111,87.90638889,0.2
789,Malda,Harishchandrapur-I,Rangaipur,1/19/316/002938/312049/002,,25.393333333333334,87.90638889,0.1
4249,Malda,Harishchandrapur-I,Rangaipur,1/19/316/002938/312049/003,,25.393333333333334,87.90638889,1
13541,Malda,Bamongola,Lalpur,1/19/316/002932/312810/001,ATUL ROY,25.236944444444447,88.40888889,0.13
13268,Malda,Bamongola,Lalpur,1/19/316/002932/312810/002,JOBLA KISKU,25.238333333333333,88.40805555555556,0.6
24146,Malda,Bamongola,Lalpur,1/19/316/002932/312810/003,SHIB CHARAN MARDI,25.238611111111112,88.40777777777778,0.6
454,Malda,Bamongola,Khoksan,1/19/316/002932/312792/039,KHOKSAN PUKUR ,25.290555555555557,88.42194444444445,0.2
784,Malda,Harishchandrapur-Ii,Sadlichak,1/19/316/002939/312113/001,ABDUL MATIN ,25.41861111111111,87.78999999999999,0.26
13542,Malda,Bamongola,Lalpur,1/19/316/002932/312810/004,NATU ROY PUKUR ,25.238611111111112,88.40861111111111,0.13
13281,Malda,Bamongola,Lalpur,1/19/316/002932/312810/005,SHIBEN PUKUR,25.239166666666666,88.40833333333335,0.13
12340,Malda,Bamongola,Khoksan,1/19/316/002932/312792/040,BALIYA PUKUR ,25.290000000000003,88.42194444444445,0.2
13296,Malda,Bamongola,Lalpur,1/19/316/002932/312810/006,SANTOSH PUKUR,25.23888888888889,88.40833333333335,0.3
9503,Malda,Harishchandrapur-Ii,Sadlichak,1/19/316/002939/312113/002,MOJAMMEL ,25.41888888888889,87.78944444444444,0.21
13310,Malda,Bamongola,Lalpur,1/19/316/002932/312810/007,ANIL MURMU ,25.239722222222223,88.40722222222223,0.52
886,Malda,Bamongola,Khoksan,1/19/316/002932/312792/041,MANGAL PUKUR ,25.290555555555557,88.42111111111112,0.2
656,Malda,Bamongola,Khoksan,1/19/316/002932/312792/042,BISWANATH PUKUR ,25.290833333333335,88.42111111111112,0.2
13544,Malda,Bamongola,Lalpur,1/19/316/002932/312810/008,BARAKURI,25.238333333333333,88.40666666666667,0.26
913,Malda,Bamongola,Chandrail,1/19/316/002932/312809/001,MENOKA MANDAL ,25.239722222222223,88.40583333333333,0.45
10944,Malda,Bamongola,Chandrail,1/19/316/002932/312809/002,DURGA PUKUR ,25.240000000000002,88.40555555555557,0.26
919,Malda,Bamongola,Khoksan,1/19/316/002932/312792/043,CHAMUNDA PUKUR ,25.289166666666667,88.42138889,0.4
10945,Malda,Bamongola,Chandrail,1/19/316/002932/312809/003,NARENDRANATH SARKAR,25.238611111111112,88.40472222222223,0.26
10981,Malda,Bamongola,Khoksan,1/19/316/002932/312792/044,KHOKSAN PUKUR ,25.28888888888889,88.42083333333333,0.13
9704,Malda,Bamongola,Khoksan,1/19/316/002932/312792/045,KHOKSAN PUKUR ,25.288333333333334,88.42055555555557,0.4
1009,Malda,Bamongola,Chandrail,1/19/316/002932/312809/004,PANCHANAN MANDAL ,25.24416666666667,88.41333333333334,0.5
11775,Malda,Bamongola,Chandrail,1/19/316/002932/312809/005,PANCHANAN MANDAL PUKUR,25.24527777777778,88.41416666666667,0.9
1229,Malda,Bamongola,Khoksan,1/19/316/002932/312792/046,HARIDAS PUKUR ,25.288611111111113,88.42,0.66
1487,Malda,Bamongola,Khoksan,1/19/316/002932/312792/047,KHOKSAN PUKUR ,25.289166666666667,88.42,0.15
4572,Malda,Bamongola,Chandrail,1/19/316/002932/312809/007,HARMU SADHU,25.239722222222223,88.40416666666667,0.26
9703,Malda,Bamongola,Khoksan,1/19/316/002932/312792/048,KHOKSAN PUKUR ,25.289444444444445,88.42027777777778,0.4
11776,Malda,Bamongola,Chandrail,1/19/316/002932/312809/008,NIPEN PUKUR ,25.240000000000002,88.40444444444445,0.9
9504,Malda,Harishchandrapur-Ii,Sadlichak,1/19/316/002939/312113/003,ABDUL NUR,25.422222222222224,87.79361111,0.4
9701,Malda,Bamongola,Khoksan,1/19/316/002932/312792/049,KHOKSAN PUKUR ,25.290000000000003,88.41972222222223,0.26
1036,Malda,Bamongola,Chandrail,1/19/316/002932/312809/009,PRAKASH SARKAR,25.240277777777777,88.40333333333334,0.26
3671,Malda,Bamongola,Khoksan,1/19/316/002932/312792/050,KHOKSAN PUKUR ,25.289722222222224,88.41861111111112,0.2
12327,Malda,Bamongola,Chandrail,1/19/316/002932/312809/010,PRAKASH SARKAR BORO PUKUR ,25.240555555555556,88.40277777777779,0.54
12326,Malda,Bamongola,Chandrail,1/19/316/002932/312809/011,SUSHIL HASDA,25.238611111111112,88.40361111111112,0.8
23636,Malda,Bamongola,Paikpara,1/19/316/002932/312853/001, BABU DACTAR,25.164166666666667,88.37638888888888,0.9
698,Malda,Bamongola,Khoksan,1/19/316/002932/312792/051,KHOKSAN PUKUR ,25.287222222222223,88.41944444444445,0.4
805,Malda,Ratua-I,Parakaram,1/19/316/002945/312396/016,TOJIBUR RAHMAN ,25.268055555555556,87.97888888888889,0.1
11777,Malda,Bamongola,Chandrail,1/19/316/002932/312809/012,MALATI HEMRAM,25.23777777777778,88.40361111111112,0.75
9702,Malda,Bamongola,Khoksan,1/19/316/002932/312792/052,KHOKSAN PUKUR ,25.28666666666667,88.42027777777778,0.2
723,Malda,Ratua-I,Parakaram,1/19/316/002945/312396/017,NEAR PARAKARAM PRY SCHOOL ,25.2675,87.98027777777779,0.5
17278,Malda,Bamongola,Paikpara,1/19/316/002932/312853/002,ANIL MURMU,25.164166666666667,88.37611111,0.13
1157,Malda,Bamongola,Chandrail,1/19/316/002932/312809/014,GALMARI PUKUR,25.236944444444447,88.40583333333333,0.65
23635,Malda,Bamongola,Paikpara,1/19/316/002932/312853/003,SADHAN ,25.163888888888888,88.37249999999999,0.2
10982,Malda,Bamongola,Khoksan,1/19/316/002932/312792/053,SANTOSH PUKUR ,25.295833333333334,88.41777777777779,0.13
13513,Malda,Bamongola,Paikpara,1/19/316/002932/312853/004,SADHAN ,25.163888888888888,88.37249999999999,0.2
12333,Malda,Bamongola,Chandrail,1/19/316/002932/312809/015,SHREE KANTA  HIMANGSHU JHA,25.23611111111111,88.40416666666667,0.26
4569,Malda,Bamongola,Chandrail,1/19/316/002932/312809/016,SHUMULIYA PUKUR,25.235555555555557,88.40388889,0.26
13114,Malda,Bamongola,Paikpara,1/19/316/002932/312853/005,ANIL MURMU,25.164166666666667,88.37611111,0.13
13714,Malda,Bamongola,Paikpara,1/19/316/002932/312853/006,ANIL MURMU,25.164166666666667,88.37611111,0.13
11778,Malda,Bamongola,Chandrail,1/19/316/002932/312809/017,PURNACHANDRA MANDAL ,25.235833333333336,88.40277777777779,0.55
23632,Malda,Bamongola,Paikpara,1/19/316/002932/312853/007,MASTER,25.163888888888888,88.37249999999999,0.08
13524,Malda,Bamongola,Paikpara,1/19/316/002932/312853/008,MASTER,25.163888888888888,88.37249999999999,0.08
10669,Malda,English Bazar,Badulyabari,1/19/316/002935/313448/001,AMULYA MANDAL ,24.880555555555556,88.12888888888888,0.2
16774,Malda,Old Malda,Majhilkhan,1/19/316/002944/313289/001,PRADIP ROY ,25.0975,88.22638888888889,0.2
24492,Malda,Old Malda,Majhilkhan,1/19/316/002944/313289/002,BICHU SARKAR ,24.938333333333333,88.04861111111111,0.26
23633,Malda,Bamongola,Paikpara,1/19/316/002932/312853/009,GOUR,25.155555555555555,88.36611111111111,0.27
10943,Malda,Bamongola,Chandrail,1/19/316/002932/312809/019,KHAS PUKUR,25.234444444444446,88.40194444444445,0.25
21572,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/001,ABDUL HALIM POND,25.40583333333333,88.05944444444444,0.28
13683,Malda,Bamongola,Paikpara,1/19/316/002932/312853/010,ANIL MURMU,25.164166666666667,88.37611111,0.13
12334,Malda,Bamongola,Chandrail,1/19/316/002932/312809/020,SOM BOSRA,25.236944444444447,88.4025,0.7
13154,Malda,Bamongola,Paikpara,1/19/316/002932/312853/011,MASTER,25.165555555555553,88.37444444444444,0.13
13527,Malda,Bamongola,Paikpara,1/19/316/002932/312853/012,MASTER,25.165555555555553,88.37444444444444,0.13
16776,Malda,Old Malda,Majhilkhan,1/19/316/002944/313289/003,LAXMAN SARKAR,25.096666666666664,88.22527777777778,0.26
14120,Malda,Old Malda,Majhilkhan,1/19/316/002944/313289/004,INDOJIT,25.0975,88.22722222222222,0.13
1131,Malda,Bamongola,Sujail,1/19/316/002932/312807/001,SHUKTIKHOWA,25.23777777777778,88.4025,0.26
13166,Malda,Bamongola,Paikpara,1/19/316/002932/312853/013,MASTER,25.165555555555553,88.37416666666665,0.13
13201,Malda,Bamongola,Paikpara,1/19/316/002932/312853/014,MASTER,25.165555555555553,88.37416666666665,0.13
13002,Malda,Bamongola,Paikpara,1/19/316/002932/312853/015,MASTER,25.165555555555553,88.37416666666665,0.13
13236,Malda,Bamongola,Paikpara,1/19/316/002932/312853/016,MASTER,25.165555555555553,88.37444444444444,0.12
23581,Malda,Bamongola,Paikpara,1/19/316/002932/312853/017,MASTER,25.165555555555553,88.37444444444444,0.12
1249,Malda,Bamongola,Sujail,1/19/316/002932/312807/002,KOCHUKATA DIGHI,25.24138888888889,88.40055555555556,1.3
24559,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/002,SAJIJUL POND,25.402777777777775,88.06055555555555,0.25
11779,Malda,Bamongola,Sujail,1/19/316/002932/312807/003,SINGHARA,25.240000000000002,88.40111111111112,0.4
381,Malda,Bamongola,Sujail,1/19/316/002932/312807/004,SOLAKURI,25.24388888888889,88.41444444444446,0.26
1310,Malda,Bamongola,Sujail,1/19/316/002932/312807/005,SOLAKURI PUKUR,25.240555555555556,88.40111111111112,0.26
12270,Malda,Old Malda,Bintara,1/19/316/002944/313266/001,GOVT POND,25.122777777777777,88.21972222222223,0.2
10580,Malda,Old Malda,Bintara,1/19/316/002944/313266/002,GOVT POND,25.12027777777778,88.22055555555556,0.1
12269,Malda,Old Malda,Bintara,1/19/316/002944/313266/003,NIREN CH SARKAR SHAYAMALI SARKAR,25.122777777777777,88.21972222222223,0.26
10577,Malda,Old Malda,Bintara,1/19/316/002944/313266/005,SARKAR BINI,25.121944444444445,88.21833333333333,0.13
1228,Malda,Old Malda,Bintara,1/19/316/002944/313266/007,GOVT POND,25.120555555555555,88.22805555555556,0.13
965,Malda,Old Malda,Bintara,1/19/316/002944/313266/009,SUSHANTA SARKAR,25.114444444444445,88.23277777777778,0.13
12271,Malda,Old Malda,Bintara,1/19/316/002944/313266/011,GAJENDRA NATH SARKAR,25.122777777777777,88.21972222222223,0.2
10576,Malda,Old Malda,Bintara,1/19/316/002944/313266/013,GOVT POND,25.122777777777777,88.21444444444445,0.13
1904,Malda,Old Malda,Bintara,1/19/316/002944/313266/015,GOVT POND,25.121944444444445,88.21833333333333,0.13
13137,Malda,Ratua-I,Chhabilpara,1/19/316/002945/312402/012,SAMIRAN MANDAL ,25.26527777777778,88.00666666666666,0.13
21509,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/003,SIDDIK ALI POND,25.403888888888886,88.06222222222222,0.3
1583,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/001,GHOSIKURA PUKUR,25.252222222222223,88.42333333333333,0.13
17553,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/017,ABDUL HALIM POND,25.404999999999998,88.06,0.25
815,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/002,NOYA PUKUR,25.250833333333333,88.42333333333333,0.13
11527,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/003,NOYA PUKUR,25.250833333333333,88.42333333333333,0.13
816,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/004,NOYA PUKUR,25.250833333333333,88.42333333333333,0.13
11780,Malda,Bamongola,Sujail,1/19/316/002932/312807/006,JORKURI,25.239722222222223,88.39861111111112,0.4
1174,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/005,PURNA PUKUR,25.250555555555554,88.42333333333333,0.26
356,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/006,PURNA PUKUR,25.250555555555554,88.42333333333333,0.26
819,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/007,PURNA PUKUR,25.250555555555554,88.42333333333333,0.26
818,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/008,NOYA PUKUR,25.250833333333333,88.42333333333333,0.13
13554,Malda,Old Malda,Hatra Kandar,1/19/316/002944/313274/001,GOVT POND,25.10666666666667,88.23638889,0.26
823,Malda,Bamongola,Durgapur,1/19/316/002932/312851/001,DIPAK DAS,25.168055555555558,88.37249999999999,0.35
13643,Malda,Old Malda,Hatra Kandar,1/19/316/002944/313274/007,NIMAI BASKEY,25.121944444444445,88.21833333333333,0.13
21567,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/040,PANDAB SARKAR PIND,25.399444444444445,88.05888888888889,0.7
11811,Malda,English Bazar,Makdumpur (P),1/19/316/002935/313390/002,HOME GUARD OFFICE POND,24.988611111111112,88.14527777777778,0.3
392,Malda,Gazole,Daibakbati,1/19/316/002936/312738/001,KHASPUKUR,25.230555555555554,88.24722222222222,0.25
22941,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/055,BIPUL DAS POND ,25.400277777777777,88.05888888888889,0.75
792,Malda,Bamongola,Malancha,1/19/316/002932/312907/001,RANJAN MANDAL PUKUR ,25.1175,88.39833333333334,0.47
1176,Malda,Bamongola,Malancha,1/19/316/002932/312907/002,RANJAN MANDAL PUKUR ,25.1175,88.39833333333334,0.47
5682,Malda,Bamongola,Malancha,1/19/316/002932/312907/003,RANJAN MANDAL PUKUR ,25.1175,88.39833333333334,0.47
13269,Malda,Bamongola,Paikpara,1/19/316/002932/312853/018,NIRUL ISLAM,25.168333333333333,88.37388888888889,0.24
826,Malda,Bamongola,Malancha,1/19/316/002932/312907/004,RANJAN MANDAL PUKUR ,25.1175,88.39833333333334,0.47
1114,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/021,PHODOM PUKUR,25.247500000000002,88.42277777777778,0.53
17001,Malda,Old Malda,Hatra Kandar,1/19/316/002944/313274/015,GOVT POND,25.114444444444445,88.22805555555556,0.13
13018,Malda,Old Malda,Hatra Kandar,1/19/316/002944/313274/016,GOVT POND,25.1125,88.23055555555555,0.13
22940,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/062,RAJJAK HOSSAIN POND,25.399722222222223,88.05972222222222,0.6
1241,Malda,Bamongola,Durgapur,1/19/316/002932/312851/002,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
11072,Malda,Bamongola,Durgapur,1/19/316/002932/312851/003,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
434,Malda,Bamongola,Durgapur,1/19/316/002932/312851/004,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
11074,Malda,Bamongola,Durgapur,1/19/316/002932/312851/005,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
1367,Malda,Bamongola,Durgapur,1/19/316/002932/312851/006,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
11073,Malda,Bamongola,Durgapur,1/19/316/002932/312851/007,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
12318,Malda,Gazole,Daibakbati,1/19/316/002936/312738/002,  HOQK PUKUR ,25.20777777777778,88.25944444444444,0.35
1119,Malda,Bamongola,Durgapur,1/19/316/002932/312851/008,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
11070,Malda,Bamongola,Durgapur,1/19/316/002932/312851/009,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
1115,Malda,Bamongola,Durgapur,1/19/316/002932/312851/010,NAYA PUKUR,25.169444444444444,88.37388888888889,0.6
23979,Malda,Habibpur,Habibpur,1/19/316/002937/313114/002,HABIBUR BLOCK OFFICE POND,25.01638888888889,88.285,0.2
830,Malda,Bamongola,Malancha,1/19/316/002932/312907/005,RANJAN MANDAL PUKUR ,25.1175,88.39833333333334,0.47
5747,Malda,Bamongola,Malancha,1/19/316/002932/312907/006,RANJAN MANDAL PUKUR ,25.1175,88.39833333333334,0.47
21566,Malda,Chanchal-I,Jamgachhi,1/19/316/002933/312231/076,MA SASAN KALI MANDIR POND,25.398888888888887,88.05472222222222,0.5
835,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/031,Kancha Pukur,25.2525,88.42472222222223,0.26
13175,Malda,Old Malda,Meherpur,1/19/316/002944/313290/010,RASID SK,25.095277777777778,88.23111111111112,0.4
289,Malda,Bamongola,Durgapur,1/19/316/002932/312851/011,PRAMOD KUMAR MAHATO,25.17027777777778,88.37333333333332,0.13
16773,Malda,Old Malda,Meherpur,1/19/316/002944/313290/011,MUSLIM MHOJIT ,25.09722222222222,88.23305555555555,0.26
16770,Malda,Old Malda,Meherpur,1/19/316/002944/313290/012,MAJIBAR ,25.100833333333334,88.23361111111112,0.26
459,Malda,Bamongola,Durgapur,1/19/316/002932/312851/012,NAYA PUKUR,25.169444444444444,88.37388888888889,0.32
16772,Malda,Old Malda,Meherpur,1/19/316/002944/313290/013,ASTHARUL  MOJA,25.10027777777778,88.23333333333333,0.26
23583,Malda,Bamongola,Paikpara,1/19/316/002932/312853/019,NIRUL ISLAM,25.168333333333333,88.37388888888889,0.24
16775,Malda,Old Malda,Majhilkhan,1/19/316/002944/313289/005,BABUKAN,25.1,88.23194444444445,0.13
834,Malda,Bamongola,Durgapur,1/19/316/002932/312851/013,DIPAK DAS,25.168055555555558,88.37249999999999,0.35
16771,Malda,Old Malda,Majhilkhan,1/19/316/002944/313289/006,HOPN HEMROM ,25.100555555555555,88.23166666666667,0.26
12330,Malda,Bamongola,Durgapur,1/19/316/002932/312851/014,DIPAK DAS,25.16777777777778,88.37222222222222,0.32
13550,Malda,Old Malda,Majhilkhan,1/19/316/002944/313289/007,BICHU SARKAR,25.096666666666664,88.23,0.13
3081,Malda,Habibpur,Janakibati,1/19/316/002937/313177/002,BALAI KISKU PUKUR,24.945555555555554,88.28972222222222,0.26
11812,Malda,English Bazar,Badulyabari,1/19/316/002935/313448/002,SHYAMAL MANDAL ,24.883888888888887,88.13583333333334,0.6
831,Malda,English Bazar,Badulyabari,1/19/316/002935/313448/003,NA,24.86888888888889,88.12444444444444,0.5
1243,Malda,English Bazar,Jagadishpur,1/19/316/002935/313412/002,ALTAB  ,24.97083333333333,88.14750000000001,0.6
832,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/001,SAKIM POND,24.950833333333332,88.12888888888888,0.2
10166,Malda,English Bazar,Jagadishpur,1/19/316/002935/313412/003,KALAM POND,24.96333333333333,88.13888889,0.3
1117,Malda,English Bazar,Jagadishpur,1/19/316/002935/313412/004,NA,24.96333333333333,88.13777777777779,0.6
712,Malda,English Bazar,Jagadishpur,1/19/316/002935/313412/005,MADAN POND,24.96333333333333,88.13916666666667,0.4
1518,Malda,English Bazar,Jagadishpur,1/19/316/002935/313412/006,TILOK POND,24.96388888888889,88.14027777777778,0.41
7586,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/002,SAMAD POND,24.961944444444445,88.13722222222223,0.9
287,Malda,English Bazar,Jagadishpur,1/19/316/002935/313412/007,POND OF NOUAD,24.96388888888889,88.14,1
11509,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/003,SALIM POND,24.950833333333332,88.12916666666666,0.15
1058,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/004,HAMID POND,24.956666666666667,88.12833333333333,0.78
7587,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/005,NA,24.95138888888889,88.12888888888888,0.15
833,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/006,MANIK POND,24.951666666666664,88.12916666666666,0.36
7588,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/007,SALAM POND,24.950555555555553,88.12833333333333,1.25
836,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/008,POND OF AJAD,24.950555555555553,88.12861111,1
7589,Malda,English Bazar,Gabgachhi,1/19/316/002935/313410/009,POND OF SAFIULLAH,24.956666666666667,88.12833333333333,0.24
1061,Malda,Bamongola,Durgapur,1/19/316/002932/312851/015,PROMAF KUMAR MAHATO,25.17027777777778,88.37333333333332,0.26
1060,Malda,Bamongola,Durgapur,1/19/316/002932/312851/016,PROMAF KUMAR MAHATO,25.17027777777778,88.37333333333332,0.26
1118,Malda,Bamongola,Durgapur,1/19/316/002932/312851/017,AKIMUDDIN,25.170833333333334,88.37138888888889,0.06
465,Malda,Bamongola,Durgapur,1/19/316/002932/312851/018,AKIMUDDIN,25.170833333333334,88.37138888888889,0.06
838,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/032,JUMMA PUKUR,25.25111111111111,88.42527777777778,0.2
24147,Malda,Bamongola,Lalpur,1/19/316/002932/312810/009,NABAKUMAR MAHATO,25.229444444444443,88.40916666666668,0.3
1178,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/033,TAL PUKUR,25.25111111111111,88.42527777777778,0.2
1423,Malda,Bamongola,Durgapur,1/19/316/002932/312851/019,PRAMOD KUMAR MAHATO,25.171111111111113,88.37027777777777,0.2
8704,Malda,Manikchak,Enayetpur,1/19/316/002943/313531/005,NEAR HIGH SCHOOL ,25.075277777777778,87.94055555555556,0.21
485,Malda,Bamongola,Durgapur,1/19/316/002932/312851/020,SUBAL BARMAN,25.17138888888889,88.36999999999999,0.4
13274,Malda,Bamongola,Lalpur,1/19/316/002932/312810/010,BHUTKURI,25.219166666666666,88.40333333333334,0.26
1458,Malda,Bamongola,Malancha,1/19/316/002932/312907/007,MANARANJAN MANDAL ,25.116111111111113,88.40111111111112,0.67
23276,Malda,Bamongola,Lalpur,1/19/316/002932/312810/011,BHUTKURI,25.23222222222222,88.40972222222223,0.26
1181,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/034,POCHA LUKUR,25.250833333333333,88.42666666666668,0.26
7761,Malda,English Bazar,Badulyabari,1/19/316/002935/313448/004,SANKAR MANDAL ,24.88,88.12694444444443,0.15
1550,Malda,English Bazar,Badulyabari,1/19/316/002935/313448/005,JITEN MANDAL ,24.88111111111111,88.12833333333333,0.15
707,Malda,English Bazar,Badulyabari,1/19/316/002935/313448/006,MANIK MANDAL ,24.881944444444446,88.1275,0.35
708,Malda,English Bazar,Badulyabari,1/19/316/002935/313448/007,KHAGAN MANDAL ,24.88111111111111,88.12833333333333,0.28
1180,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/035,EAKUB ALI SHAHO,25.25111111111111,88.42694444444444,0.2
497,Malda,Bamongola,Durgapur,1/19/316/002932/312851/021,ISLAM,25.171666666666667,88.37055555555555,0.13
9185,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/036,MOJAMIL SHAH,25.25111111111111,88.42694444444444,0.66
4568,Malda,Bamongola,Chandrail,1/19/316/002932/312809/021,PRANER SAGAR,25.229999999999997,88.4075,0.39
24509,Malda,Old Malda,Meherpur,1/19/316/002944/313290/014,RADIYA MANDAL ,25.095,88.23055555555555,0.13
14117,Malda,Old Malda,Meherpur,1/19/316/002944/313290/015,SUNIL MANDAL ,25.095,88.23111111111112,0.13
4567,Malda,Bamongola,Chandrail,1/19/316/002932/312809/023,BIDHAN CH SARKAR,25.230833333333333,88.40666666666667,0.25
1247,Malda,Bamongola,Durgapur,1/19/316/002932/312851/022,PRONOB ,25.17388888888889,88.36944444444444,0.9
1246,Malda,Gazole,Daibakbati,1/19/316/002936/312738/005,BHIRAKURI,25.209166666666665,88.26027777777777,0.45
498,Malda,Bamongola,Durgapur,1/19/316/002932/312851/023,PRONOB ,25.17388888888889,88.36944444444444,0.9
1544,Malda,Bamongola,Durgapur,1/19/316/002932/312851/024,PRONOB ,25.17388888888889,88.36944444444444,0.9
11526,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/038,AMOL HALDAR,25.251944444444444,88.42611111111111,0.13
214,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/039,LOKHAN SARKAR,25.251944444444444,88.42611111111111,0.13
1121,Malda,Bamongola,Chandrail,1/19/316/002932/312809/024,CHAMARKURA,25.231944444444444,88.40583333333333,0.26
13276,Malda,Gazole,Adina,1/19/316/002936/312528/001,UNDER PANDUA PANCHAYET NEAR POWER HOUSE ,25.150555555555552,88.15972222222223,0.65
8703,Malda,Manikchak,Enayetpur,1/19/316/002943/313531/009,HABU SK,25.075,87.94138889,0.7
507,Malda,Bamongola,Durgapur,1/19/316/002932/312851/025,SUBAL BARMAN,25.17,88.37277777777777,0.32
10942,Malda,Bamongola,Chandrail,1/19/316/002932/312809/025,JOSEIKURA,25.233333333333334,88.40416666666667,0.35
716,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/040,AJIMUDIN SARKAR,25.246944444444445,88.42500000000001,0.26
719,Malda,Bamongola,Durgapur,1/19/316/002932/312851/026,SAFUL MANDAL,25.17138888888889,88.37222222222222,0.08
447,Malda,Bamongola,Durgapur,1/19/316/002932/312851/027,SAFUL MANDAL,25.17138888888889,88.37222222222222,0.08
506,Malda,Manikchak,Enayetpur,1/19/316/002943/313531/010,ENAYETPUR EA HIGH SCHOOL ,25.077222222222222,87.93666666666667,0.3
10962,Malda,Bamongola,Bijali,1/19/316/002932/312808/001,UPEN MAHATO,25.230833333333333,88.40388889,0.5
1056,Malda,Bamongola,Durgapur,1/19/316/002932/312851/028,HAIRON MANDAL,25.17138888888889,88.37249999999999,0.13
4565,Malda,Bamongola,Chandrail,1/19/316/002932/312809/026,BARAKIKURA,25.234166666666667,88.40694444444445,0.26
523,Malda,Manikchak,Enayetpur,1/19/316/002943/313531/012,BABLU SK,25.07638888888889,87.93722222222223,0.7
1128,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/041,JARUYA  PUKUR,25.254444444444445,88.43638889,0.26
526,Malda,Bamongola,Durgapur,1/19/316/002932/312851/029,HAIRON MANDAL,25.17138888888889,88.37249999999999,0.13
90,Malda,Bamongola,Malancha,1/19/316/002932/312907/008,NAYANI PUKUR,25.116388888888892,88.40083333333334,0.38
527,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/042,SANNASI PUKUR ,25.246944444444445,88.42500000000001,0.26
1523,Malda,Bamongola,Bijali,1/19/316/002932/312808/002,SINGARAPARA,25.233333333333334,88.39805555555556,0.26
60,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/043,MASNA PUKUR,25.24416666666667,88.41333333333334,0.26
11525,Malda,Bamongola,Tentulmura,1/19/316/002932/312802/044,BADIYA PUKUR,25.246666666666666,88.42527777777778,0.66
1459,Malda,Bamongola,Durgapur,1/19/316/002932/312851/030,KHARUL,25.171111111111113,88.37333333333332,0.13
4365,Malda,Bamongola,Durgapur,1/19/316/002932/312851/031,PONTARU,25.17138888888889,88.37249999999999,0.6
4367,Malda,Bamongola,Durgapur,1/19/316/002932/312851/034,MOJIBAR MANDAL,25.17138888888889,88.37222222222222,0.6
540,Malda,Bamongola,Durgapur,1/19/316/002932/312851/035,MOJIBAR MANDAL,25.17138888888889,88.37222222222222,0.12
1457,Malda,Bamongola,Durgapur,1/19/316/002932/312851/036,PRONOB ,25.17388888888889,88.36944444444444,0.9
