serial_no,district_name,block_tehsil_name,town_municipality_name,ward_name,unique_id,water_body_name,latitude,longitude,maximum_water_spread_area,max_depth_water
740,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.14,2/19/306/250040/0014770/001,,23.2268987,88.3545795,0.3,3
167,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/005,,23.2263067,88.3529467,0.2,2
745,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/006,,23.2261117,88.35414,0.15,3
168,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/001,,23.2242412,88.354557,0.65,3
743,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/007,,23.2241433,88.35327,0.4,3
169,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/008,,23.2236639,88.351885,0.3,3
744,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/009,,23.2237533,88.3518667,0.22,3
424,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/001,,23.1788459,88.0897789,0.405,3
435,Purba Bardhaman,,Memari,Memari (M) - Ward No.4,2/19/306/250039/0067223/001,,23.1710694,88.0915854,1.1,2
430,Purba Bardhaman,,Memari,Memari (M) - Ward No.4,2/19/306/250039/0067223/002,,23.1693266,88.091935,1.1,2
196,Purba Bardhaman,,Memari,Memari (M) - Ward No.3,2/19/306/250039/0067222/001,,23.1710521,88.0906896,1.1,4
170,Purba Bardhaman,,Memari,Memari (M) - Ward No.3,2/19/306/250039/0067222/002,,23.172647,88.0892457,1.1,4
415,Purba Bardhaman,,Memari,Memari (M) - Ward No.5,2/19/306/250039/0067224/001,,23.1722759,88.0940162,3.3,5
422,Purba Bardhaman,,Memari,Memari (M) - Ward No.13,2/19/306/250039/0067232/001,,23.1775277,88.0918457,0.894,4
420,Purba Bardhaman,,Memari,Memari (M) - Ward No.13,2/19/306/250039/0067232/002,,23.1764825,88.091334,1.853,3
427,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/002,,23.1801217,88.0922971,0.109,2
419,Purba Bardhaman,,Memari,Memari (M) - Ward No.13,2/19/306/250039/0067232/003,NALPUKUR,23.1786661,88.088205,1.096,5
423,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/003,MOSPUKUR,23.1814097,88.0881238,1.005,3
418,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/004,GHOSH PUKUR ,23.1855293,88.0901853,0.584,3
417,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/005,,23.1839635,88.0908058,0.384,5
421,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/006,PAL PUKUR ,23.1838834,88.0906497,0.384,4
412,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/007,,23.1829224,88.090412,0.445,2
416,Purba Bardhaman,,Memari,Memari (M) - Ward No.14,2/19/306/250039/0067233/008,,23.182272,88.087518,0.246,4
195,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.4,2/19/306/250037/0014744/006,Much pukur,23.487081,87.7481648,0.14,3
837,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/002,panchu bala sorobor,23.4886322,87.7465654,0.1,5
197,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/003,school lake,23.4888634,87.7453284,0.5,3
191,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/004,khagra,23.4922539,87.7463791,1.1,4
200,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/005,law pukur,23.4854239,87.748633,0.7,3
201,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/006,rani dighi,23.4854301,87.7486811,2.5,3
838,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/007,sekhar degarh,23.4834223,87.7477211,0.05,2
839,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/008,imaam garha,23.4834017,87.7469416,0.23,2
202,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/009,sal gargh,23.483245,87.7466703,0.25,2
193,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/010,notun pukur,23.485058,87.7484992,0.24,2
840,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/011,fokhir danga,23.4831315,87.7468959,0.32,3
198,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/012,Mother gorha,23.4846887,87.7468554,0.65,1
199,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/013,dom gore,23.4846865,87.7468461,0.3,3
751,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.11,2/19/306/250037/0014751/001,ROY PUKUR,23.4947752,87.7410934,0.15,3
204,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.11,2/19/306/250037/0014751/002,KANKARKATA,23.4946183,87.7411717,0.12,3
203,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.9,2/19/306/250037/0014749/005,Bakulia,23.4948017,87.74189,0.7,4.5
206,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.9,2/19/306/250037/0014749/006,Salgdanga,23.4940363,87.7411694,0.046,2.7
841,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.9,2/19/306/250037/0014749/007,Moragore,23.4931033,87.7410083,0.03,1.5
205,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.10,2/19/306/250037/0014750/001,Domgore,23.493625,87.7373367,0.07,4.5
750,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.10,2/19/306/250037/0014750/002,ROYPUKUR,23.4930926,87.7371991,0.2,3
207,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.11,2/19/306/250037/0014751/003,Harisayer,23.4922683,87.7367161,0.7,6
842,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.10,2/19/306/250037/0014750/003,Suripukur,23.493481,87.7360339,0.25,3
208,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.10,2/19/306/250037/0014750/004,Sukhpukur,23.4934448,87.7365863,0.2,3
192,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/014,kochigorh,23.482404,87.7467249,0.03,2
209,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/015,Boro pukur,23.4857649,87.7467455,1.2,4
210,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.6,2/19/306/250037/0014746/001,Barui pukur,23.4877804,87.7445383,0.24,3
211,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.6,2/19/306/250037/0014746/002,santipur pukur,23.48749,87.7439632,0.03,2
212,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.6,2/19/306/250037/0014746/003,barir pukur,23.4887709,87.7423316,0.24,3
194,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.7,2/19/306/250037/0014747/002,But pukur,23.4882693,87.7370351,0.35,3
214,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.6,2/19/306/250037/0014746/004,Gupta pukur,23.4897567,87.7378527,0.25,2
213,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.7,2/19/306/250037/0014747/003,lodge pukur,23.4888895,87.7351111,2,6
215,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.7,2/19/306/250037/0014747/004,Dupur pukur,23.4907524,87.7348697,0.9,4
711,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/004,MIL PUKUR,23.4904069,87.7395966,0.24,2
216,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/005,school pukur,23.4898588,87.7468324,0.05,3
218,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.10,2/19/306/250037/0014750/005,GOYLAGORE,23.4935633,87.7360567,0.2,3
749,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.10,2/19/306/250037/0014750/006,NATUN PUKUR,23.4945617,87.7360267,0.23,3
217,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.11,2/19/306/250037/0014751/004,Hatpukur,23.4939071,87.7340335,0.9,6
730,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.10,2/19/306/250037/0014750/007,PANJAGORE,23.4943284,87.7370602,0.05,1.2
436,Purba Bardhaman,,Memari,Memari (M) - Ward No.6,2/19/306/250039/0067225/001,,23.1710592,88.0985926,2.9,5
220,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.4,2/19/306/250040/0014760/003,,23.220835,88.3656633,0.25,2
221,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/004,,23.2198837,88.3663144,0.25,3
741,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/005,,23.2198783,88.3661983,0.45,4
222,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/006,,23.2186117,88.366965,0.3,3
843,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/001,NA,23.2181933,88.3677433,0.2,2
223,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/002,NA,23.2179117,88.36767,0.55,4
224,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/003,NA,23.2170417,88.3684017,0.3,4
219,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/007,,23.2176767,88.3662567,0.3,3
226,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/004,NA,23.2160267,88.365635,1.28,4
225,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/005,NA,23.2165367,88.365345,0.73,4
227,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.12,2/19/306/250037/0014752/001,AYER,23.4930283,87.7313983,0.3,3
230,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.12,2/19/306/250037/0014752/002,BARIPUKUR,23.4923804,87.7325811,0.2,2.4
748,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.12,2/19/306/250037/0014752/003,KAL PUKUR,23.4923918,87.7326701,0.5,2.4
228,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.12,2/19/306/250037/0014752/004,Banerjee pukur,23.493815,87.7312346,0.1,1
229,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.13,2/19/306/250037/0014753/001,Municipal Pond,23.4910283,87.7309433,0.1,3
844,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.13,2/19/306/250037/0014753/002,Majipukur,23.4910947,87.7310506,0.1,3
747,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.13,2/19/306/250037/0014753/003,BENIYAPUKUR,23.48895,87.7303933,0.45,4.5
231,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/001,BORO PUKUR,23.5013514,87.7439497,0.16,3
235,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/002,JAGONATH PUKUR,23.5019154,87.7422313,0.15,2
232,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/003,KOMOLNAGOR PUKUR,23.5017397,87.7411106,0.23,1
233,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/004,KOMOL NOGOR BARIR PUKUR,23.5021367,87.7402344,0.13,2
234,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/005,KOMOLNAGOR DOBA,23.5020911,87.7401023,0.03,1
236,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/006,BAURI GORHA,23.5022441,87.7388855,0.9,2
237,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/007,BASGORHE,23.5025836,87.7380518,0.09,3
709,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/001,DHOROM PUKUR,23.5026281,87.7376779,0.06,2
238,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/008,SATH GORHE,23.503035,87.73685,0.015,2
400,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/009,BANDHA PUKUR,23.5030938,87.7365778,0.05,3
240,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/010,KALIVASA PUKUR,23.5032537,87.7357231,0.13,2
242,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/002,DHOROM PUR ZOL,23.5071218,87.735876,3.25,2
241,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/011,NUTUN PUKUR,23.5099713,87.7356475,0.13,2
239,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/012,BORO PUKUR,23.5107798,87.7348334,0.45,3
244,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/013,DHOROM CHOWA,23.5107976,87.7361369,0.9,3
243,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/014,TALBONA,23.5107014,87.7371493,0.2,3
246,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/015,GANG RE,23.5098783,87.738886,0.19,3
247,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/016,BOIRAGYA PUKUR,23.5102014,87.7370053,0.04,2
248,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/017,KHIRKI PUKUR,23.5102911,87.73645,0.16,1
245,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/018,GONOPOT PUKUR,23.5072976,87.7379607,0.48,3
411,Purba Bardhaman,,Memari,Memari (M) - Ward No.11,2/19/306/250039/0067230/001,,23.1800934,88.0998526,0.374,2
409,Purba Bardhaman,,Memari,Memari (M) - Ward No.11,2/19/306/250039/0067230/002,,23.1814245,88.1007555,0.607,2
410,Purba Bardhaman,,Memari,Memari (M) - Ward No.11,2/19/306/250039/0067230/003,,23.1819806,88.0988759,0.214,1
408,Purba Bardhaman,,Memari,Memari (M) - Ward No.11,2/19/306/250039/0067230/004,,23.1821718,88.0982459,3170,3
249,Purba Bardhaman,,Memari,Memari (M) - Ward No.12,2/19/306/250039/0067231/001,,23.1813141,88.0971344,2170,2
250,Purba Bardhaman,,Memari,Memari (M) - Ward No.16,2/19/306/250039/0067235/001,,23.1821558,88.0945812,0.117,2
439,Purba Bardhaman,,Memari,Memari (M) - Ward No.8,2/19/306/250039/0067227/001,,23.1769225,88.0963284,1.1,3
440,Purba Bardhaman,,Memari,Memari (M) - Ward No.8,2/19/306/250039/0067227/002,,23.1781502,88.1022701,1.1,4
442,Purba Bardhaman,,Memari,Memari (M) - Ward No.7,2/19/306/250039/0067226/001,,23.1751636,88.0968076,1.1,4
260,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/001,FULSURI,23.4801583,87.718585,0.22,4
255,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/002,Halder pukur,23.4810467,87.7143636,0.4,4.5
253,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/003,Bara pukur,23.4800667,87.7160783,0.8,4.5
254,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/004,Kumari Pukur,23.4793382,87.7143983,0.6,4
261,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/005,Parui,23.4805083,87.711705,0.5,4.5
262,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/006,Roydhigi,23.478705,87.7189567,0.4,4.8
257,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/007,Dhara gore,23.479165,87.7177617,0.3,3
845,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/008,AMGORE,23.4801381,87.7176889,0.04,2.5
258,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/009,Jor Bamun Pukur,23.47803,87.7137567,2.2,6
256,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/010,Golbandhi,23.479915,87.7172133,0.2,4.5
259,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.16,2/19/306/250037/0014756/011,NANDI KALPUKUR,23.48019,87.723035,0.6,6
263,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/001,PIRPUKUR,23.1824591,88.1098497,0.223,2
445,Purba Bardhaman,,Memari,Memari (M) - Ward No.9,2/19/306/250039/0067228/001,,23.1696756,88.1043691,0.123,2
264,Purba Bardhaman,,Memari,Memari (M) - Ward No.15,2/19/306/250039/0067234/001,,23.1867125,88.0967042,0.112,2
426,Purba Bardhaman,,Memari,Memari (M) - Ward No.16,2/19/306/250039/0067235/002,,23.1836815,88.0985195,0.125,2
265,Purba Bardhaman,,Memari,Memari (M) - Ward No.9,2/19/306/250039/0067228/002,,23.174581,88.1088003,0.018,1
441,Purba Bardhaman,,Memari,Memari (M) - Ward No.9,2/19/306/250039/0067228/003,,23.1742046,88.1069921,0.129,2
438,Purba Bardhaman,,Memari,Memari (M) - Ward No.9,2/19/306/250039/0067228/004,,23.1726684,88.1052409,0.197,2
443,Purba Bardhaman,,Memari,Memari (M) - Ward No.9,2/19/306/250039/0067228/005,,23.1696005,88.1043976,0.104,2
444,Purba Bardhaman,,Memari,Memari (M) - Ward No.9,2/19/306/250039/0067228/006,,23.1738735,88.1033465,0.024,2
437,Purba Bardhaman,,Memari,Memari (M) - Ward No.9,2/19/306/250039/0067228/007,,23.1745788,88.1090437,0.218,2
266,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/006,shisubila,23.4906648,87.7446772,0.45,3
268,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/007,shimulia,23.4921661,87.7414574,0.35,2
267,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/008,Sasthi pukur,23.4929473,87.7412003,0.95,3
269,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/009,kankor kata pukur,23.489391,87.7442954,0.22,2
722,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/012,ROY PUKUR,23.4955734,87.7330873,0.65,2
414,Purba Bardhaman,,Memari,Memari (M) - Ward No.12,2/19/306/250039/0067231/002,,23.1784553,88.0990694,0.126,2
413,Purba Bardhaman,,Memari,Memari (M) - Ward No.12,2/19/306/250039/0067231/003,,23.1790123,88.0931742,0.107,2
270,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/013,Ghosh pukur,23.4944952,87.7324984,0.45,2
713,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/014,BURI PUKUR,23.4955363,87.733153,0.75,2
712,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/015,ISWAR DIGHI,23.4958999,87.7351603,1.1,3
271,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/016,KULBONDI PUKUR,23.495223,87.7356566,0.9,3
144,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/008,,23.2141448,88.3551748,0.2,2
275,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/003,,23.2148233,88.3563417,0.25,2
274,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/004,,23.2162643,88.3564263,0.28,3
276,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.9,2/19/306/250040/0014765/001,NA,23.2163033,88.3563833,0.15,2
277,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.9,2/19/306/250040/0014765/002,NA,23.2176017,88.356225,0.18,3
278,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.9,2/19/306/250040/0014765/003,NA,23.2182567,88.35718,0.45,3
279,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.9,2/19/306/250040/0014765/004,NA,23.218545,88.3571917,0.62,3
280,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.9,2/19/306/250040/0014765/005,NA,23.2181257,88.3587347,0.2,2
281,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.9,2/19/306/250040/0014765/006,NA,23.2196183,88.3583883,0.3,2
282,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/005,,23.220525,88.3583283,0.3,3
283,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/006,,23.2204917,88.358495,0.2,2
428,Purba Bardhaman,,Memari,Memari (M) - Ward No.15,2/19/306/250039/0067234/002,,23.1881703,88.0936659,0.114,2
284,Purba Bardhaman,,Memari,Memari (M) - Ward No.15,2/19/306/250039/0067234/003,,23.1871782,88.0954384,0.078,2
286,Purba Bardhaman,,Memari,Memari (M) - Ward No.15,2/19/306/250039/0067234/004,,23.1865238,88.0960223,0.112,2
425,Purba Bardhaman,,Memari,Memari (M) - Ward No.15,2/19/306/250039/0067234/005,,23.1871099,88.0973505,0.012,1
285,Purba Bardhaman,,Memari,Memari (M) - Ward No.11,2/19/306/250039/0067230/005,,23.1782161,88.102284,0.312,3
429,Purba Bardhaman,,Memari,Memari (M) - Ward No.16,2/19/306/250039/0067235/003,,23.1843554,88.0974796,0.117,2
433,Purba Bardhaman,,Memari,Memari (M) - Ward No.16,2/19/306/250039/0067235/004,,23.1816975,88.0978526,0.108,2
159,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/007,,23.2209999,88.3583897,0.25,3
288,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.9,2/19/306/250040/0014765/007,NA,23.22117,88.35836,0.35,4
158,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/008,,23.22136,88.3600733,0.35,4
152,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/009,,23.2195283,88.358894,1.13,5
155,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/010,,23.2218306,88.3611161,0.5,4
289,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/011,,23.2221964,88.3605093,0.4,2.5
157,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/012,,23.2184251,88.3592983,0.45,3
297,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/013,,23.2195217,88.35993,0.15,4
295,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/017,NA,23.2187533,88.3617667,0.45,5
290,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/018,NA,23.219545,88.3618433,0.4,5
291,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.8,2/19/306/250040/0014764/001,NA,23.2202467,88.3614067,0.4,5
296,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.8,2/19/306/250040/0014764/002,NA,23.221225,88.3616767,0.42,4
292,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.8,2/19/306/250040/0014764/003,NA,23.2204333,88.362045,0.35,
293,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.8,2/19/306/250040/0014764/004,NA,23.2207283,88.362355,0.5,5
294,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.8,2/19/306/250040/0014764/005,NA,23.2223067,88.3635283,0.45,4
735,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/002,,23.22637,88.3580483,0.45,3
732,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/003,,23.2267917,88.3568733,0.3,4
287,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.14,2/19/306/250040/0014770/002,,23.2269667,88.3558633,0.3,4
403,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/002,,23.177928,88.1092418,0.375,2
300,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/003,,23.1825344,88.1099677,0.123,1
298,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/004,NA,23.1771652,88.1093857,0.025,1
406,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/005,,23.1770593,88.1093383,0.025,1
299,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/006,,23.1757205,88.1091567,0.412,2
407,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/007,KADAMPUKUR ,23.1809235,88.1052436,0.258,3
303,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/008,,23.1757566,88.1092597,0.215,2
302,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/009,,23.1751269,88.1012319,0.218,2
405,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/010,,23.1763168,88.10295,0.117,2
301,Purba Bardhaman,,Memari,Memari (M) - Ward No.10,2/19/306/250039/0067229/011,,23.1773032,88.1020546,0.078,1
143,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/009,,23.220225,88.3568933,0.45,3.5
305,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/004,,23.2222284,88.3569625,0.4,4
306,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/010,,23.2236083,88.3571917,0.25,3
734,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/011,,23.2236283,88.3571033,0.11,3
307,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/005,,23.2241551,88.3565502,0.3,4
733,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/006,,23.2242712,88.356551,0.5,3.5
308,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/007,,23.2246283,88.35533,0.15,4
309,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/008,,23.2254033,88.3542083,0.15,3
315,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/009,,23.22534,88.3541633,0.15,4
660,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.1,2/19/306/250040/0014757/001,,23.2262233,88.3602117,0.22,3
310,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.1,2/19/306/250040/0014757/002,,23.2263683,88.3599133,0.3,2
731,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.1,2/19/306/250040/0014757/003,,23.225925,88.3600567,0.15,2
314,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/010,,23.227005,88.3585617,0.3,3
