serial_no,district_name,block_tehsil_name,town_municipality_name,ward_name,unique_id,water_body_name,latitude,longitude,maximum_water_spread_area,max_depth_water
404,Purba Bardhaman,,Memari,Memari (M) - Ward No.1,2/19/306/250039/0067220/001,HAT PAKUR ,23.1665483,88.104765,1.8,15
4,Purba Bardhaman,,Memari,Memari (M) - Ward No.1,2/19/306/250039/0067220/002,HAT PAKUR ,23.1665483,88.104765,1.8,15
3,Purba Bardhaman,,Memari,Memari (M) - Ward No.1,2/19/306/250039/0067220/003,Dakbanglo Pakur ,23.165621,88.0910873,2.9,4
2,Purba Bardhaman,,Memari,Memari (M) - Ward No.1,2/19/306/250039/0067220/004,hat pakur ,23.1665483,88.104765,1.8,15
447,Purba Bardhaman,,Barddhaman,Barddhaman (M) - Ward No.22,2/19/306/250038/0067206/001,BAR PUKUR,23.2231459,87.8443033,0.7,4
700,Purba Bardhaman,,Barddhaman,Barddhaman (M) - Ward No.26,2/19/306/250038/0067210/001,KAMAL SAYAR,23.2577832,87.8439571,0.23,3
12,Purba Bardhaman,,Barddhaman,Barddhaman (M) - Ward No.6,2/19/306/250038/0067190/001,NA,23.2478331,87.8730839,1,7
13,Purba Bardhaman,,Memari,Memari (M) - Ward No.2,2/19/306/250039/0067221/001,KHANRO PAKUR,23.1657501,88.0963816,1.5,4
431,Purba Bardhaman,,Memari,Memari (M) - Ward No.2,2/19/306/250039/0067221/002,KHANRO PRIMARY SCHOOL PAKUR,23.1657501,88.0963816,1.5,4
434,Purba Bardhaman,,Memari,Memari (M) - Ward No.2,2/19/306/250039/0067221/003,KHANRO PRIMARY SCHOOL PAKUR,23.1657501,88.0963816,1.5,4
432,Purba Bardhaman,,Memari,Memari (M) - Ward No.2,2/19/306/250039/0067221/004,KHANRO PRIMARY SCHOOL PAKUR,23.1657501,88.0963816,1.5,4
675,Purba Bardhaman,,Barddhaman,Barddhaman (M) - Ward No.22,2/19/306/250038/0067206/002,MOTA SHIBTALA PUKUR,23.2312267,87.8446911,0.133,3
673,Purba Bardhaman,,Barddhaman,Barddhaman (M) - Ward No.22,2/19/306/250038/0067206/003,SHANTI PUKUR ,23.2321323,87.8419495,0.067,3
657,Purba Bardhaman,,Barddhaman,Barddhaman (M) - Ward No.17,2/19/306/250038/0067201/007,ADARSHAPALLY DURGAMANDAP PUKUR,23.225641,87.8513012,0.3,4
656,Purba Bardhaman,,Barddhaman,Barddhaman (M) - Ward No.17,2/19/306/250038/0067201/008,TAAL PUKUR,23.2246727,87.8500002,0.267,
128,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.11,2/19/306/250035/0014718/001,PANUHAT BAZAR PUKUR,23.6337026,88.1422106,0.84,3.5
14,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.11,2/19/306/250035/0014718/002,TALI KHOLA CHITTAR PUKUR,23.6370665,88.1402563,0.74,2
15,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.18,2/19/306/250035/0014725/001,KANTA PUKUR ,23.6421153,88.1281792,0.85,3.5
16,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.9,2/19/306/250037/0014749/001,Patrani,23.494865,87.7387383,0.5,
36,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.4,2/19/306/250037/0014744/001,Konar pukur,23.4916066,87.7484417,0.7,3
835,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/001,chobi pukur,23.4961093,87.7402535,0.08,3
17,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.4,2/19/306/250037/0014744/002,Baganpara pukur,23.494307,87.7469546,0.533,3
22,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.4,2/19/306/250037/0014744/003,Netaji palli pukur,23.490832,87.7478437,0.4,3
20,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.4,2/19/306/250037/0014744/004,SUKANTA PALLY DOBA,23.4890175,87.7488897,0.13,2
23,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.4,2/19/306/250037/0014744/005,guskara municipality pond,23.4824016,87.7499674,0.66,5
18,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.5,2/19/306/250037/0014745/001,ali garh,23.4832214,87.7480733,0.06,3
19,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.7,2/19/306/250037/0014747/001,kno pukur,23.490385,87.7373595,0.66,4
26,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/002,Matas pukur,23.4962016,87.7367872,1.32,4
27,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/003,Mitro pukur,23.4953443,87.736864,0.05,5
24,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/004,thakur pukur,23.4962807,87.7404038,2.4,5
25,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/005,KALA ROY GORE,23.4951125,87.7388253,0.066,2
21,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/006,MAJH PUKUR,23.4963853,87.7382718,1.3,5
29,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/007,Barsha pukur,23.4957325,87.7394833,0.06,3
28,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/008,CHATTERJEE GORE,23.4961215,87.7402589,0.08,3
30,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/009,BANKI ,23.4979198,87.7416903,1.6,5
31,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/010,BORIK PUKUR,23.4955956,87.7368028,0.39,3
710,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.3,2/19/306/250037/0014743/011,MAJHI GORE,23.4956742,87.7382449,0.33,5
836,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.9,2/19/306/250037/0014749/002,Bamunpukur,23.4932977,87.7412926,0.55,5
32,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.9,2/19/306/250037/0014749/003,Gupta Pukur,23.49221,87.7463367,0.4,3
34,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/001,bojrar pukur,23.491911,87.7400837,0.533,4
35,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/002,chengra pukur,23.4921949,87.7391661,0.26,2
33,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.8,2/19/306/250037/0014748/003,chongdar pukur ,23.4925478,87.737765,0.42,3
39,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.9,2/19/306/250037/0014749/004,Jockgore,23.494745,87.7408983,0.4,3
37,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.16,2/19/306/250035/0014723/001,NATUN PUKUR,23.6501458,88.1327347,0.43,3
357,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.16,2/19/306/250035/0014723/002,DHARA PUKUR,23.6497775,88.1324194,0.295,2
754,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.16,2/19/306/250035/0014723/003,THAKUR PUKUR,23.6491323,88.1294751,1.153,1
368,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.18,2/19/306/250035/0014725/002,STATION BAZAR PUKUR ,23.641571,88.1250095,0.18,2
38,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.13,2/19/306/250035/0014720/001,KESIA DIGHI,23.6415959,88.1217897,2,3
129,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.13,2/19/306/250035/0014720/002,KESIA PUKUR ,23.6430499,88.119535,0.66,2.5
755,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.14,2/19/306/250035/0014721/001,NATIONAL PARA DIGHI,23.6352437,88.1219911,5.26,3
130,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/001,BELTALA POND,23.6389565,88.1336007,0.42,3
42,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.17,2/19/306/250035/0014724/001,POND OPPOSITE OF YOUTH CLUB KASHIGANJ POND BESIDE OF YOUTH CLUB KASHIGANJ,23.6452145,88.1374767,0.49,2
131,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.11,2/19/306/250035/0014718/003,GHATLA PUKUR,23.6314106,88.1391377,0.17,3
272,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.10,2/19/306/250035/0014717/001,POND BESIDE BOROMIL,23.6422523,88.140527,0.17,1
352,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/002,PUKUR PATKHALIPAR,23.6391815,88.1339888,0.32,3
43,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.17,2/19/306/250035/0014724/002,KASHIGANJ PARA POND,23.6444456,88.1370151,0.08,2
402,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.10,2/19/306/250035/0014717/002,MADHAITALA PUKUR SECOND,23.6399111,88.1410978,0.03,1.5
57,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/001,SCHOOL RD,23.6036745,88.1717928,0.3,1.8
108,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.4,2/19/306/250036/0014730/001,MISHRA PUKUR,23.6071075,88.1735634,0.1,1.5
41,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.13,2/19/306/250035/0014720/003,POND BESIDE RAIL PLATFORM ,23.6392339,88.1239624,1.11,1.5
132,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.19,2/19/306/250035/0014726/001,POND BESIDE KATWA RAILSTATION ,23.6389782,88.1226392,0.42,2
369,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.19,2/19/306/250035/0014726/002,POND OF THE LEFT SIDE OF SR SEC ENG W BUILDING ,23.6390482,88.1220493,0.65,2
94,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.13,2/19/306/250035/0014720/004,POND BESIDE KATWA RAIL STATION,23.6395159,88.1268633,0.21,2
40,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.6,2/19/306/250036/0014732/001, JANANI PUKUR ,23.6081106,88.1701482,0.3,2
107,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/002,INDAR,23.6070616,88.1736023,0.08,1
360,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/003,FARID KHANA POND,23.6051021,88.1722482,0.18,1.5
45,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.4,2/19/306/250036/0014730/002,PALIT PUKUR ,23.6037338,88.1717679,0.3,1
46,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/004,PATI PUKUR ,23.6033792,88.1717354,0.28,1
359,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.4,2/19/306/250036/0014730/003,PORIT PUKUR,23.6052572,88.1722213,0.28,1
110,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.3,2/19/306/250036/0014729/001,SAT  PUKUR,23.6061576,88.1749297,0.42,2.5
47,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.3,2/19/306/250036/0014729/002,CHAMPOCHA PUKUR ,23.6066488,88.1763747,0.17,1
111,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.1,2/19/306/250036/0014727/001,NA,23.6073315,88.180815,0.52,3
362,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.1,2/19/306/250036/0014727/002,NA,23.6078157,88.1798585,0.17,1.8
112,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.3,2/19/306/250036/0014729/003,NOTUN PUKUR ,23.6060709,88.1751951,0.17,2.1
49,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.1,2/19/306/250036/0014727/003,CHANDRA PUKUR ,23.6075646,88.1835556,0.17,1.7
109,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.1,2/19/306/250036/0014727/004,BARO MASE PUKUR,23.6073841,88.1839845,0.55,3
50,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.1,2/19/306/250036/0014727/005,DUTTA PUKUR,23.607153,88.1824277,0.27,1.5
361,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.3,2/19/306/250036/0014729/004,UDAYNAGAR POND ,23.6070674,88.1757437,0.12,1
48,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.3,2/19/306/250036/0014729/005,CHAMPOCHA POND,23.6061111,88.1761867,0.28,1.5
51,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/001,N PUKUR,23.6103142,88.1698298,0.24,1.8
356,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/002,NA,23.608954,88.1701,0.35,2
53,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.12,2/19/306/250036/0014738/001,COMPANY PUKUR ,23.6053868,88.1739024,0.52,2
115,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.12,2/19/306/250036/0014738/002,BHAKTA PUKUR ,23.6046377,88.1726932,0.42,2.1
364,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.11,2/19/306/250036/0014737/001,LOT POND,23.6068342,88.1771311,0.47,2.5
52,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.11,2/19/306/250036/0014737/002,TOWN PUKUR ,23.6084022,88.1771849,0.12,1
54,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.6,2/19/306/250036/0014732/002,DAS PUKUR ,23.6030744,88.167894,0.38,2
116,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.6,2/19/306/250036/0014732/003,KUNCH PUKUR ,23.6035217,88.1674035,0.18,1
59,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.6,2/19/306/250036/0014732/004,JOGADDHA PUKUR ,23.6066583,88.1689368,0.19,1.5
113,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/005,KUNCH PUKUR,23.6028611,88.1716606,0.33,1.8
737,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.4,2/19/306/250036/0014730/004,LOTAS  POND,23.6077097,88.1744187,0.18,1
55,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/003,NA,23.6110245,88.164893,0.25,1
56,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/004,BAGHA PUKUR,23.6083284,88.1678563,2.4,2
117,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/005,BAGHA PUKUR ,23.608147,88.167766,1.4,2.5
58,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.13,2/19/306/250036/0014739/001,NA,23.605638,88.1595446,0.3,1.5
119,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.13,2/19/306/250036/0014739/002,KAJI PARA RAIL GATE,23.6053413,88.1587961,0.15,1.5
355,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.15,2/19/306/250035/0014722/001,AJAY LAKE,23.653242,88.1322236,0.5,2
133,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.15,2/19/306/250035/0014722/002,PABNA COLONY POND OF ARJUN DAS,23.6527718,88.127705,0.18,1
366,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.17,2/19/306/250035/0014724/003,PATAL PUKUR ,23.6454681,88.1329345,0.5,3
134,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.17,2/19/306/250035/0014724/004,BAKULTALA PUKUR,23.6454657,88.1334811,0.3,2
136,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.17,2/19/306/250035/0014724/005,CHAMUNALA PUKUR,23.6458679,88.133776,0.3,2
135,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.11,2/19/306/250035/0014718/004,NARKELTALA PUKUR,23.6335382,88.1390832,0.4,2
273,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.11,2/19/306/250035/0014718/005,BASANTA PUKUR,23.6343841,88.1393083,0.5,3
60,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/003,CHAPA PUKUR,23.6390083,88.1367667,0.8,3
61,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/004,LOMBA PUKUR ANADIBABUR BAGAN,23.6383451,88.1330873,0.175,2
353,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/005,TALBONA PUKUR,23.6386889,88.1354285,0.45,3
138,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/006,NATUN PUKUR,23.6395846,88.1354258,0.18,2
139,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.10,2/19/306/250035/0014717/003,MADHAITALA PUKUR,23.637725,88.1446643,0.1,2
137,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/007,ANADIBABUR BAGAN PUKUR BESIDE RAIL LINE,23.6378398,88.1348394,0.38,2
62,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/008,POND BESIDE VETERINARY HOSPITAL ,23.6371593,88.1361236,0.22,1
114,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.11,2/19/306/250036/0014737/003,NOI PUKUR ,23.6017106,88.1762805,0.55,3
365,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.13,2/19/306/250036/0014739/003,CHAKRABORTY PUKUR ,23.6085035,88.1637749,0.2,2
63,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.13,2/19/306/250036/0014739/004,PALPARA ,23.6085031,88.1634306,1.05,2.5
120,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/006,NATUN PUKUR ,23.6031415,88.1695048,0.28,1.5
358,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/007,PALLY PUKUR ,23.6031011,88.1694499,0.33,1.8
121,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/008,BANERJEE PUKUR ,23.604394,88.1698388,0.42,2
64,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/009,MATHKATA PUKUR ,23.6049254,88.1705832,0.5,2.3
122,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.5,2/19/306/250036/0014731/010,MODAK PUKUR,23.6063235,88.1697382,0.4,2
65,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.12,2/19/306/250036/0014738/003,BAT PUKUR ,23.6021085,88.1717171,0.82,3
118,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.12,2/19/306/250036/0014738/004,KALANI PUKUR ,23.6050596,88.1738574,0.22,1.5
123,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.12,2/19/306/250036/0014738/005,JAMADDER,23.6055516,88.1742271,0.17,2
66,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.11,2/19/306/250036/0014737/004,MAJHI PUKUR ,23.6012469,88.1785219,0.38,2
124,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.11,2/19/306/250036/0014737/005,PANDA PUKUR ,23.601018,88.1773225,0.17,1
363,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.12,2/19/306/250036/0014738/006,THAKUR PUKUR ,23.6018559,88.17594,0.12,1
367,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.8,2/19/306/250036/0014734/001,KHESO TOLA,23.6140936,88.1548269,0.2,2
67,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.8,2/19/306/250036/0014734/002,ANANDA GHOSER PUKUR ,23.6134162,88.153754,0.25,1.8
68,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.14,2/19/306/250036/0014740/001,CAMP PUKUR,23.6122081,88.1516011,0.5,2
125,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.8,2/19/306/250036/0014734/003,PARK,23.6108905,88.1521093,0.15,2
127,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.14,2/19/306/250036/0014740/002,KHEJURI,23.6127022,88.1523798,0.35,2
738,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/001,,23.2180983,88.352725,0.93,3
146,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/002,,23.217435,88.3541967,0.21,3
69,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/003,,23.216295,88.3532583,0.17,3
72,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/006,ROKKHITER PUKUR ,23.6055153,88.1668232,0.4,2
126,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/007,KOLA PUKUR ,23.6039365,88.1668044,0.3,2
71,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/008,BDO OFFICE PUKUR,23.6037938,88.1664854,0.25,2
736,Purba Bardhaman,,Dainhat,Dainhat (M) - Ward No.7,2/19/306/250036/0014733/009,BAGHA PUKUR ,23.6074644,88.1686545,0.9,2
73,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/004,,23.213315,88.3554217,0.22,3
70,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/005,,23.214785,88.3521083,1,3
145,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/006,,23.2211067,88.3547083,0.54,2.5
74,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.12,2/19/306/250040/0014768/007,,23.22079,88.3546533,0.55,
156,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/001,,23.2202867,88.3505233,0.19,4
153,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/002,PADMA PUKUR,23.22028,88.3506133,0.86,5
154,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/003,,23.2217014,88.3509603,0.88,3
151,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.16,2/19/306/250040/0014772/004,,23.2226583,88.3508717,0.27,3
76,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.13,2/19/306/250040/0014769/001,,23.2237933,88.3510867,0.24,3
75,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.13,2/19/306/250040/0014769/002,,23.2244067,88.3497133,0.18,3
148,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.13,2/19/306/250040/0014769/003,,23.2248506,88.3490433,0.24,3
150,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.15,2/19/306/250040/0014771/001,,23.2258783,88.3508583,0.16,3
79,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/001,,23.21474,88.3584133,0.16,3
80,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/001,NA,23.2145633,88.359165,0.13,2
83,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/002,NA,23.2145633,88.359165,0.13,2
77,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/003,NA,23.213525,88.3591333,0.34,3
78,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/004,NA,23.2126567,88.3594767,0.12,3
81,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/005,NA,23.2146483,88.36012,0.18,3
82,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/006,NA,23.2145045,88.3601549,0.2,3
84,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/007,NA,23.2145045,88.3601549,0.2,3
85,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/008,NA,23.2147933,88.361285,0.12,3
149,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/002,KHIRKI PUKUR,23.2158602,88.3619354,0.21,3
86,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/009,NA,23.2157879,88.3622981,0.22,3
87,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/010,NA,23.2148733,88.36317,0.3,3
88,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/011,NA,23.21476,88.36337,0.12,3
89,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/012,NA,23.2178597,88.3635687,0.16,3
742,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/001,,23.217855,88.3635683,0.16,3
90,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/002,,23.2181467,88.36382,0.14,3
91,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/003,,23.2196183,88.3639383,0.14,2
92,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/013,NA,23.22102,88.36405,0.78,3
93,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/014,NA,23.2167017,88.3637033,0.16,3
96,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/016,NA,23.2137939,88.359267,0.25,3
97,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.4,2/19/306/250040/0014760/002,,23.222165,88.36456,0.19,2
163,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.3,2/19/306/250040/0014759/002,,23.226165,88.3648433,0.26,2
161,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.3,2/19/306/250040/0014759/004,,23.2261817,88.364895,0.48,4
99,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.3,2/19/306/250040/0014759/006,,23.2259583,88.3660683,0.63,4
162,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.3,2/19/306/250040/0014759/008,,23.22546,88.3674367,0.43,3
98,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.3,2/19/306/250040/0014759/010,,23.2251983,88.3677233,0.62,2
100,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.5,2/19/306/250040/0014761/002,NA,23.2247367,88.3685667,0.4,4
101,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.5,2/19/306/250040/0014761/004,NA,23.2245183,88.3685733,0.38,3
102,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.5,2/19/306/250040/0014761/006,NA,23.22393,88.369235,0.42,3
103,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.5,2/19/306/250040/0014761/008,,23.2242283,88.3695267,0.5,4
164,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.5,2/19/306/250040/0014761/010,,23.2242633,88.3695517,0.35,3
106,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.5,2/19/306/250040/0014761/012,,23.2233133,88.3693783,0.335,2.5
105,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.5,2/19/306/250040/0014761/014,,23.22347,88.368975,0.82,3
104,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.3,2/19/306/250040/0014759/012,,23.2236133,88.3673483,3.2,3
746,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.13,2/19/306/250040/0014769/004,,23.2262483,88.350245,0.22,3
166,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.13,2/19/306/250040/0014769/005,,23.2267867,88.3515283,0.23,3
165,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.15,2/19/306/250040/0014771/002,,23.2270589,88.3516054,0.25,2
